source	year	id	url	suppfile
geo	2010	GSE21970	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE21nnn/GSE21970/	
geo	2010	GSE26090	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE26nnn/GSE26090/	ftp://ftp.ncbi.nlm.nih.gov:21/geo/series/GSE26nnn/GSE26090//suppl/GSE26090_results.xls.gz
geo	2010	GSE26138	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE26nnn/GSE26138/	ftp://ftp.ncbi.nlm.nih.gov:21/geo/series/GSE26nnn/GSE26138//suppl/GSE26138_RatioData.xls.gz
geo	2010	GSE21495	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE21nnn/GSE21495/	ftp://ftp.ncbi.nlm.nih.gov:21/geo/series/GSE21nnn/GSE21495//suppl/GSE21495_BenjaminiHochberg_p-values_for_4hybridzations_ChIPchip.xls.gz
geo	2010	GSE21495	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE21nnn/GSE21495/	ftp://ftp.ncbi.nlm.nih.gov:21/geo/series/GSE21nnn/GSE21495//suppl/GSE21495_ERG_genome_wide_screen_in_acute_leukemia_candidate_genes.xls.gz
geo	2010	GSE25916	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE25nnn/GSE25916/	ftp://ftp.ncbi.nlm.nih.gov:21/geo/series/GSE25nnn/GSE25916//suppl/GSE25916_Compared_data.xls.gz
geo	2010	GSE11658	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11658/	
geo	2010	GSE11657	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11657/	
geo	2010	GSE25068	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE25nnn/GSE25068/	ftp://ftp.ncbi.nlm.nih.gov:21/geo/series/GSE25nnn/GSE25068//suppl/GSE25068_Pcg_TrxG_RAW_DATA.xls.gz
geo	2010	GSE24451	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE24nnn/GSE24451/	ftp://ftp.ncbi.nlm.nih.gov:21/geo/series/GSE24nnn/GSE24451//suppl/GSE24451.xls.gz
geo	2010	GSE25043	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE25nnn/GSE25043/	ftp://ftp.ncbi.nlm.nih.gov:21/geo/series/GSE25nnn/GSE25043//suppl/GSE25043.xls.gz
geo	2010	GSE18845	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE18nnn/GSE18845/	ftp://ftp.ncbi.nlm.nih.gov:21/geo/series/GSE18nnn/GSE18845//suppl/GSE18845_Significant_genes_TGR_vs_HO15.xls.gz
geo	2010	GSE19669	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19669/	
geo	2010	GSE19359	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19359/	ftp://ftp.ncbi.nlm.nih.gov:21/geo/series/GSE19nnn/GSE19359//suppl/GSE19359_Result_files.xls.gz
geo	2010	GSE18457	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE18nnn/GSE18457/	
geo	2010	GSE16002	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16002/	ftp://ftp.ncbi.nlm.nih.gov:21/geo/series/GSE16nnn/GSE16002//suppl/GSE16002_EBF_gcrmanorm.xls.gz
geo	2010	GSE16002	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16002/	ftp://ftp.ncbi.nlm.nih.gov:21/geo/series/GSE16nnn/GSE16002//suppl/GSE16002_pax5_gcrmanorm.xls.gz
geo	2010	GSE16002	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16002/	ftp://ftp.ncbi.nlm.nih.gov:21/geo/series/GSE16nnn/GSE16002//suppl/GSE16002_rag2_gcrmanorm.xls.gz
geo	2010	GSE24417	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE24nnn/GSE24417/	ftp://ftp.ncbi.nlm.nih.gov:21/geo/series/GSE24nnn/GSE24417//suppl/GSE24417_MAQC-II_TGx_Iconix417_ClinInfo_25AUG2007.xls.gz
geo	2010	GSE24208	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE24nnn/GSE24208/	ftp://ftp.ncbi.nlm.nih.gov:21/geo/series/GSE24nnn/GSE24208//suppl/GSE24208_Normalized_Data-ES_based.xls.gz
geo	2010	GSE24208	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE24nnn/GSE24208/	ftp://ftp.ncbi.nlm.nih.gov:21/geo/series/GSE24nnn/GSE24208//suppl/GSE24208_Normalized_Data-MEF_based.xls.gz
geo	2010	GSE24080	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE24nnn/GSE24080/	ftp://ftp.ncbi.nlm.nih.gov:21/geo/series/GSE24nnn/GSE24080//suppl/GSE24080_MM_UAMS565_ClinInfo_27Jun2008_LS_clean.xls.gz
geo	2010	GSE22235	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE22nnn/GSE22235/	
