source	year	id	url	suppfile	genelist	geneerrors
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2690-z	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2690-z		n	n
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2691-y	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2691-y		n	n
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2684-x	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2684-x	https://static-content.springer.com/esm/art%3A10.1186%2Fs12859-019-2684-x/MediaObjects/12859_2019_2684_MOESM1_ESM.xlsx	0	0
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2685-9	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2685-9	https://static-content.springer.com/esm/art%3A10.1186%2Fs12859-019-2685-9/MediaObjects/12859_2019_2685_MOESM3_ESM.xlsx	1	0
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2685-9	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2685-9	https://static-content.springer.com/esm/art%3A10.1186%2Fs12859-019-2685-9/MediaObjects/12859_2019_2685_MOESM4_ESM.xlsx	1	0
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2685-9	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2685-9	https://static-content.springer.com/esm/art%3A10.1186%2Fs12859-019-2685-9/MediaObjects/12859_2019_2685_MOESM5_ESM.xlsx	1	0
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2685-9	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2685-9	https://static-content.springer.com/esm/art%3A10.1186%2Fs12859-019-2685-9/MediaObjects/12859_2019_2685_MOESM1_ESM.zip	n	n
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2685-9	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2685-9	https://static-content.springer.com/esm/art%3A10.1186%2Fs12859-019-2685-9/MediaObjects/12859_2019_2685_MOESM2_ESM.zip	n	n
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2689-5	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2689-5		n	n
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2688-6	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2688-6		n	n
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2695-7	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2695-7		n	n
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2686-8	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2686-8		n	n
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2682-z	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2682-z		n	n
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2693-9	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2693-9		n	n
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2694-8	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2694-8		n	n
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2681-0	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2681-0		n	n
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2696-6	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2696-6		n	n
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2683-y	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2683-y	https://static-content.springer.com/esm/art%3A10.1186%2Fs12859-019-2683-y/MediaObjects/12859_2019_2683_MOESM2_ESM.xls	0	0
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2683-y	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2683-y	https://static-content.springer.com/esm/art%3A10.1186%2Fs12859-019-2683-y/MediaObjects/12859_2019_2683_MOESM3_ESM.xls	1	1
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2687-7	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2687-7	https://static-content.springer.com/esm/art%3A10.1186%2Fs12859-019-2687-7/MediaObjects/12859_2019_2687_MOESM2_ESM.xlsx	1	0
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2687-7	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2687-7	https://static-content.springer.com/esm/art%3A10.1186%2Fs12859-019-2687-7/MediaObjects/12859_2019_2687_MOESM4_ESM.xlsx	1	0
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2687-7	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2687-7	https://static-content.springer.com/esm/art%3A10.1186%2Fs12859-019-2687-7/MediaObjects/12859_2019_2687_MOESM5_ESM.xlsx	1	0
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2687-7	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2687-7	https://static-content.springer.com/esm/art%3A10.1186%2Fs12859-019-2687-7/MediaObjects/12859_2019_2687_MOESM6_ESM.xlsx	1	0
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2687-7	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2687-7	https://static-content.springer.com/esm/art%3A10.1186%2Fs12859-019-2687-7/MediaObjects/12859_2019_2687_MOESM7_ESM.xlsx	1	0
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2692-x	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2692-x		n	n
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2793-6	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2793-6		n	n
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2786-5	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2786-5		n	n
