source	year	id	url	suppfile	genelist	geneerrors
hmg	2010	/hmg/article/19/1/1/598255	https://academic.oup.com/hmg/hmg/article/19/1/1/598255	https://oup.silverchair-cdn.com/oup/backfile/Content_public/Journal/hmg/19/1/10.1093_hmg_ddp462/2/ddp462_Supplementary_Data.zip	n	n
hmg	2010	/hmg/article/19/1/16/598428	https://academic.oup.com/hmg/hmg/article/19/1/16/598428	https://oup.silverchair-cdn.com/oup/backfile/Content_public/Journal/hmg/19/1/10.1093_hmg_ddp463/2/ddp463_Supplementary_Data.zip	n	n
hmg	2010	/hmg/article/19/1/25/598480	https://academic.oup.com/hmg/hmg/article/19/1/25/598480	https://oup.silverchair-cdn.com/oup/backfile/Content_public/Journal/hmg/19/1/10.1093_hmg_ddp464/2/ddp464_Supplementary_Data.zip	n	n
hmg	2010	/hmg/article/19/1/36/598680	https://academic.oup.com/hmg/hmg/article/19/1/36/598680	https://oup.silverchair-cdn.com/oup/backfile/Content_public/Journal/hmg/19/1/10.1093_hmg_ddp465/2/ddp465_Supplementary_Data.zip	n	n
hmg	2010	/hmg/article/19/1/52/598842	https://academic.oup.com/hmg/hmg/article/19/1/52/598842	https://oup.silverchair-cdn.com/oup/backfile/Content_public/Journal/hmg/19/1/10.1093_hmg_ddp466/2/ddp466_Supplementary_Data.zip	n	n
hmg	2010	/hmg/article/19/1/65/599048	https://academic.oup.com/hmg/hmg/article/19/1/65/599048	https://oup.silverchair-cdn.com/oup/backfile/Content_public/Journal/hmg/19/1/10.1093_hmg_ddp467/2/ddp467_Supplementary_Data.zip	n	n
hmg	2010	/hmg/article/19/1/79/599134	https://academic.oup.com/hmg/hmg/article/19/1/79/599134	https://oup.silverchair-cdn.com/oup/backfile/Content_public/Journal/hmg/19/1/10.1093_hmg_ddp468/2/ddp468_Supplementary_Data.zip	n	n
hmg	2010	/hmg/article/19/1/90/599174	https://academic.oup.com/hmg/hmg/article/19/1/90/599174	https://oup.silverchair-cdn.com/oup/backfile/Content_public/Journal/hmg/19/1/10.1093_hmg_ddp469/2/ddp469_Supplementary_Data.zip	n	n
hmg	2010	/hmg/article/19/1/99/599286	https://academic.oup.com/hmg/hmg/article/19/1/99/599286	https://oup.silverchair-cdn.com/oup/backfile/Content_public/Journal/hmg/19/1/10.1093_hmg_ddp470/2/ddp470_Supplementary_Data.zip	n	n
hmg	2010	/hmg/article/19/1/111/599403	https://academic.oup.com/hmg/hmg/article/19/1/111/599403	https://oup.silverchair-cdn.com/oup/backfile/Content_public/Journal/hmg/19/1/10.1093_hmg_ddp471/2/ddp471_Supplementary_Data.zip	n	n
hmg	2010	/hmg/article/19/1/122/599658	https://academic.oup.com/hmg/hmg/article/19/1/122/599658	https://oup.silverchair-cdn.com/oup/backfile/Content_public/Journal/hmg/19/1/10.1093_hmg_ddp473/2/ddp473_Supplementary_Data.zip	1	0
