source	year	id	url	suppfile
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2690-z	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2690-z	
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2691-y	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2691-y	
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2684-x	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2684-x	https://static-content.springer.com/esm/art%3A10.1186%2Fs12859-019-2684-x/MediaObjects/12859_2019_2684_MOESM1_ESM.xlsx
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2685-9	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2685-9	https://static-content.springer.com/esm/art%3A10.1186%2Fs12859-019-2685-9/MediaObjects/12859_2019_2685_MOESM3_ESM.xlsx
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2685-9	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2685-9	https://static-content.springer.com/esm/art%3A10.1186%2Fs12859-019-2685-9/MediaObjects/12859_2019_2685_MOESM4_ESM.xlsx
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2685-9	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2685-9	https://static-content.springer.com/esm/art%3A10.1186%2Fs12859-019-2685-9/MediaObjects/12859_2019_2685_MOESM5_ESM.xlsx
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2685-9	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2685-9	https://static-content.springer.com/esm/art%3A10.1186%2Fs12859-019-2685-9/MediaObjects/12859_2019_2685_MOESM1_ESM.zip
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2685-9	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2685-9	https://static-content.springer.com/esm/art%3A10.1186%2Fs12859-019-2685-9/MediaObjects/12859_2019_2685_MOESM2_ESM.zip
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2689-5	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2689-5	
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2688-6	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2688-6	
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2695-7	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2695-7	
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2686-8	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2686-8	
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2682-z	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2682-z	
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2693-9	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2693-9	
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2694-8	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2694-8	
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2681-0	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2681-0	
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2696-6	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2696-6	
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2683-y	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2683-y	https://static-content.springer.com/esm/art%3A10.1186%2Fs12859-019-2683-y/MediaObjects/12859_2019_2683_MOESM2_ESM.xls
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2683-y	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2683-y	https://static-content.springer.com/esm/art%3A10.1186%2Fs12859-019-2683-y/MediaObjects/12859_2019_2683_MOESM3_ESM.xls
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2687-7	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2687-7	https://static-content.springer.com/esm/art%3A10.1186%2Fs12859-019-2687-7/MediaObjects/12859_2019_2687_MOESM2_ESM.xlsx
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2687-7	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2687-7	https://static-content.springer.com/esm/art%3A10.1186%2Fs12859-019-2687-7/MediaObjects/12859_2019_2687_MOESM4_ESM.xlsx
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2687-7	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2687-7	https://static-content.springer.com/esm/art%3A10.1186%2Fs12859-019-2687-7/MediaObjects/12859_2019_2687_MOESM5_ESM.xlsx
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2687-7	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2687-7	https://static-content.springer.com/esm/art%3A10.1186%2Fs12859-019-2687-7/MediaObjects/12859_2019_2687_MOESM6_ESM.xlsx
bmcbioinformatics	2019	/articles/10.1186/s12859-019-2687-7	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2687-7	https://static-content.springer.com/esm/art%3A10.1186%2Fs12859-019-2687-7/MediaObjects/12859_2019_2687_MOESM7_ESM.xlsx
