source	year	id	url	suppfile	genelist	geneerrors
plosone	2019	31071169	https://doi.org/10.1371/journal.pone.0216713		n	n
plosone	2019	31071159	https://doi.org/10.1371/journal.pone.0216645		n	n
plosone	2019	31071150	https://doi.org/10.1371/journal.pone.0216605	https://doi.org/10.1371/journal.pone.0216605.s009	0	0
plosone	2019	31071150	https://doi.org/10.1371/journal.pone.0216605	https://doi.org/10.1371/journal.pone.0216605.s010	0	0
plosone	2019	31071150	https://doi.org/10.1371/journal.pone.0216605	https://doi.org/10.1371/journal.pone.0216605.s013	0	0
plosone	2019	31071110	https://doi.org/10.1371/journal.pone.0216336	https://doi.org/10.1371/journal.pone.0216336.s001	0	0
plosone	2019	31071110	https://doi.org/10.1371/journal.pone.0216336	https://doi.org/10.1371/journal.pone.0216336.s003	0	0
plosone	2019	31071089	https://doi.org/10.1371/journal.pone.0207050	https://doi.org/10.1371/journal.pone.0207050.s002	0	0
plosone	2019	31071089	https://doi.org/10.1371/journal.pone.0207050	https://doi.org/10.1371/journal.pone.0207050.s003	1	0
plosone	2019	31071089	https://doi.org/10.1371/journal.pone.0207050	https://doi.org/10.1371/journal.pone.0207050.s004	1	0
plosone	2019	31071089	https://doi.org/10.1371/journal.pone.0207050	https://doi.org/10.1371/journal.pone.0207050.s005	1	0
plosone	2019	31071089	https://doi.org/10.1371/journal.pone.0207050	https://doi.org/10.1371/journal.pone.0207050.s006	1	0
plosone	2019	31071089	https://doi.org/10.1371/journal.pone.0207050	https://doi.org/10.1371/journal.pone.0207050.s007	1	0
plosone	2019	31071089	https://doi.org/10.1371/journal.pone.0207050	https://doi.org/10.1371/journal.pone.0207050.s008	0	0
plosone	2019	31071089	https://doi.org/10.1371/journal.pone.0207050	https://doi.org/10.1371/journal.pone.0207050.s009	0	0
plosone	2019	31067275	https://doi.org/10.1371/journal.pone.0215696		n	n
plosone	2019	31067218	https://doi.org/10.1371/journal.pone.0210358		n	n
plosone	2019	31063502	https://doi.org/10.1371/journal.pone.0215614		n	n
plosone	2019	31063465	https://doi.org/10.1371/journal.pone.0215933	https://doi.org/10.1371/journal.pone.0215933.s001	0	0
plosone	2019	31063465	https://doi.org/10.1371/journal.pone.0215933	https://doi.org/10.1371/journal.pone.0215933.s002	0	0
plosone	2019	31063465	https://doi.org/10.1371/journal.pone.0215933	https://doi.org/10.1371/journal.pone.0215933.s003	0	0
plosone	2019	31063465	https://doi.org/10.1371/journal.pone.0215933	https://doi.org/10.1371/journal.pone.0215933.s004	0	0
plosone	2019	31059560	https://doi.org/10.1371/journal.pone.0215874	https://doi.org/10.1371/journal.pone.0215874.s002	0	0
plosone	2019	31059560	https://doi.org/10.1371/journal.pone.0215874	https://doi.org/10.1371/journal.pone.0215874.s003	0	0
plosone	2019	31059560	https://doi.org/10.1371/journal.pone.0215874	https://doi.org/10.1371/journal.pone.0215874.s004	0	0
plosone	2019	31059560	https://doi.org/10.1371/journal.pone.0215874	https://doi.org/10.1371/journal.pone.0215874.s005	0	0
plosone	2019	31059560	https://doi.org/10.1371/journal.pone.0215874	https://doi.org/10.1371/journal.pone.0215874.s006	0	0
plosone	2019	31059560	https://doi.org/10.1371/journal.pone.0215874	https://doi.org/10.1371/journal.pone.0215874.s007	0	0
plosone	2019	31059554	https://doi.org/10.1371/journal.pone.0216050		n	n
plosone	2019	31059545	https://doi.org/10.1371/journal.pone.0216071	https://doi.org/10.1371/journal.pone.0216071.s002	0	0
plosone	2019	31059545	https://doi.org/10.1371/journal.pone.0216071	https://doi.org/10.1371/journal.pone.0216071.s003	0	0
plosone	2019	31059545	https://doi.org/10.1371/journal.pone.0216071	https://doi.org/10.1371/journal.pone.0216071.s004	0	0
plosone	2019	31059545	https://doi.org/10.1371/journal.pone.0216071	https://doi.org/10.1371/journal.pone.0216071.s005	0	0
plosone	2019	31059545	https://doi.org/10.1371/journal.pone.0216071	https://doi.org/10.1371/journal.pone.0216071.s006	0	0
plosone	2019	31059545	https://doi.org/10.1371/journal.pone.0216071	https://doi.org/10.1371/journal.pone.0216071.s007	0	0
plosone	2019	31059545	https://doi.org/10.1371/journal.pone.0216071	https://doi.org/10.1371/journal.pone.0216071.s008	0	0
plosone	2019	31059545	https://doi.org/10.1371/journal.pone.0216071	https://doi.org/10.1371/journal.pone.0216071.s009	0	0
plosone	2019	31059533	https://doi.org/10.1371/journal.pone.0216249	https://doi.org/10.1371/journal.pone.0216249.s001	1	0
plosone	2019	31059533	https://doi.org/10.1371/journal.pone.0216249	https://doi.org/10.1371/journal.pone.0216249.s002	1	0
plosone	2019	31059533	https://doi.org/10.1371/journal.pone.0216249	https://doi.org/10.1371/journal.pone.0216249.s003	1	0
